customer_id,country,city
10258,Australia,Sydney
10259,Canada,Sydney
10260,France,Berlin
10261,USA,London
10262,Germany,New York
10263,France,Paris
10264,UK,London
10265,Canada,New York
10266,France,Sydney
10267,USA,Berlin
10268,France,Toronto
10269,Australia,New York
10270,Canada,Toronto
10271,Canada,Toronto
10272,USA,New York
10273,USA,Toronto
10274,Canada,Paris
10275,Australia,Sydney
10276,UK,Paris
10277,Canada,Toronto
10278,France,London
10279,USA,Berlin
10280,Australia,Toronto
10281,USA,Paris
10282,France,Sydney
10283,France,London
10284,Canada,London
10285,Australia,Toronto
10286,USA,Paris
10287,Germany,Toronto
10288,UK,Paris
10289,Canada,Paris
10290,Canada,New York
10291,Canada,Sydney
10292,Canada,Paris
10293,USA,Sydney
10294,Canada,Paris
10295,USA,Berlin
10296,Germany,London
10297,France,Sydney
10298,Canada,Toronto
10299,France,Paris
10300,France,Toronto
10301,USA,London
10302,UK,New York
10303,France,London
10304,UK,Sydney
10305,France,London
10306,Australia,London
10307,France,Toronto
10308,France,Berlin
10309,Canada,Sydney
10310,USA,London
10311,France,Sydney
10312,France,Sydney
10313,Germany,Sydney
10314,UK,London
10315,Australia,Paris
10316,Germany,Sydney
10317,Canada,Paris
10318,UK,Berlin
10319,Canada,Sydney
10320,Canada,London
10321,USA,Toronto
10322,UK,Berlin
10323,France,Berlin
10324,France,Toronto
10325,USA,Sydney
10326,USA,Paris
10327,UK,New York
10328,UK,Berlin
10329,USA,Paris
10330,Canada,Toronto
10331,Australia,Berlin
10332,USA,Toronto
10333,Germany,New York
10334,Germany,Berlin
10335,France,Paris
10336,Germany,Paris
10337,France,New York
10338,France,Berlin
10339,Australia,New York
10340,Germany,London
10341,Canada,Berlin
10342,Germany,Toronto
10343,USA,New York
10344,UK,Toronto
10345,Australia,Toronto
10346,Canada,Sydney
10347,Australia,New York
10348,France,Berlin
10349,UK,Sydney
10350,Germany,London
10351,UK,Berlin
10352,Australia,New York
10353,USA,Toronto
10354,Australia,Toronto
10355,Germany,Berlin
10356,USA,Berlin
10357,France,Berlin
10358,UK,New York
10359,Germany,Sydney
10360,USA,Paris
10361,USA,New York
10362,Canada,New York
10363,Canada,Sydney
10364,UK,Paris
10365,Germany,Sydney
10366,France,New York
10367,Australia,Paris
10368,Canada,Toronto
10369,Germany,London
10370,UK,Paris
10371,Canada,Paris
10372,France,New York
10373,USA,Berlin
10374,UK,Berlin
10375,Germany,Berlin
10376,USA,London
10377,UK,Berlin
10378,Canada,Toronto
10379,USA,Paris
10380,Germany,Sydney
10381,France,Berlin
10382,UK,Berlin
10383,UK,Toronto
10384,UK,Berlin
10385,UK,Toronto
10386,Germany,Toronto
10387,France,Toronto
10388,UK,Toronto
10389,UK,Berlin
10390,Australia,Paris
10391,Canada,New York
10392,Germany,Paris
10393,Australia,New York
10394,UK,London
10395,France,Toronto
10396,Australia,London
10397,USA,Berlin
10398,Canada,Paris
10399,Germany,Berlin
10400,France,Toronto
10401,USA,Sydney
10402,Australia,Sydney
10403,USA,New York
10404,France,Sydney
10405,Australia,Sydney
10406,USA,Toronto
10407,Canada,Toronto
10408,Canada,Toronto
10409,UK,Toronto
10410,UK,Toronto
10411,France,Berlin
10412,France,Toronto
10413,USA,Paris
10414,Germany,London
10415,UK,Toronto
10416,UK,Sydney
10417,USA,London
10418,France,Sydney
10419,Canada,Sydney
10420,France,Toronto
10421,France,Sydney
10422,Germany,Sydney
10423,France,Sydney
10424,Germany,Toronto
10425,USA,New York
10426,Germany,New York
10427,Germany,Paris
10428,Germany,London
10429,UK,London
10430,Germany,London
10431,Canada,Berlin
10432,Australia,Toronto
10433,Australia,Toronto
10434,UK,Sydney
10435,UK,London
10436,Germany,London
10437,Germany,Sydney
10438,Germany,New York
10439,UK,Paris
10440,Germany,Berlin
10441,UK,New York
10442,Australia,Toronto
10443,Australia,Toronto
10444,Germany,Berlin
10445,France,Paris
10446,Canada,Berlin
10447,UK,London
10448,UK,New York
10449,Canada,Berlin
10450,France,Sydney
10451,Germany,Sydney
10452,Germany,Toronto
10453,Australia,Toronto
10454,Canada,Berlin
10455,UK,Paris
10456,Germany,Berlin
10457,UK,London
10458,UK,New York
10459,Canada,Sydney
10460,Australia,London
10461,France,Paris
10462,USA,Berlin
10463,UK,Sydney
10464,USA,New York
10465,France,Berlin
10466,Canada,London
10467,Canada,Sydney
10468,UK,Sydney
10469,Canada,Toronto
10470,Germany,Paris
10471,Australia,Sydney
10472,UK,London
10473,USA,Toronto
10474,USA,London
10475,Australia,New York
10476,Canada,Toronto
10477,USA,Toronto
10478,USA,Berlin
10479,Australia,Toronto
10480,Germany,Toronto
10481,Germany,London
10482,USA,Berlin
10483,USA,New York
10484,USA,London
10485,USA,Toronto
10486,UK,New York
10487,UK,Paris
10488,USA,Sydney
10489,USA,Paris
10490,Australia,London
10491,Germany,Berlin
10492,UK,Paris
10493,France,London
10494,France,Toronto
10495,Australia,Paris
10496,UK,Paris
10497,Canada,Berlin
10498,Canada,New York
10499,UK,Sydney
10500,UK,Toronto
10501,France,Berlin
10502,Canada,Toronto
10503,Australia,New York
10504,Germany,Sydney
10505,Germany,London
10506,Australia,Sydney
10507,Germany,New York
10508,Canada,Toronto
10509,USA,London
10510,Canada,New York
10511,Canada,Toronto
10512,Canada,Berlin
10513,Australia,Sydney
10514,Australia,New York
10515,Germany,Sydney
10516,UK,Sydney
10517,France,Paris
10518,Germany,London
10519,Canada,Paris
10520,France,Berlin
10521,Germany,Paris
10522,USA,Paris
10523,UK,Berlin
10524,France,Berlin
10525,France,Paris
10526,Australia,Paris
10527,Australia,Sydney
10528,Germany,London
10529,Canada,Berlin
10530,Germany,New York
10531,Canada,London
10532,Germany,New York
10533,Canada,London
10534,Germany,Toronto
10535,Australia,Toronto
10536,Canada,Toronto
10537,France,Berlin
10538,France,New York
10539,UK,Berlin
10540,UK,New York
10541,Canada,Berlin
10542,France,Toronto
10543,Canada,Paris
10544,Australia,Toronto
10545,Canada,London
10546,Germany,Toronto
10547,Australia,New York
10548,Australia,New York
10549,UK,New York
10550,Canada,New York
10551,Australia,London
10552,Australia,Paris
10553,France,Sydney
10554,France,New York
10555,USA,Berlin
10556,France,New York
10557,USA,London
10558,Canada,Paris
10559,Germany,Paris
10560,Germany,Paris
10561,France,Paris
10562,UK,London
10563,France,Paris
10564,USA,London
10565,Australia,New York
10566,UK,New York
10567,Australia,Toronto
10568,France,Sydney
10569,France,Toronto
10570,Germany,Sydney
10571,Canada,New York
10572,Germany,Paris
10573,USA,Sydney
10574,France,Sydney
10575,Germany,London
10576,France,Toronto
10577,Germany,Sydney
10578,Germany,Paris
10579,Canada,Berlin
10580,USA,Berlin
10581,USA,Paris
10582,USA,Berlin
10583,Germany,Sydney
10584,USA,Berlin
10585,UK,London
10586,Germany,New York
10587,Canada,Toronto
10588,USA,Sydney
10589,Germany,Toronto
10590,USA,Berlin
10591,Australia,Sydney
10592,USA,Sydney
10593,USA,Toronto
10594,Germany,Paris
10595,Canada,Sydney
10596,Australia,Sydney
10597,Canada,Paris
10598,Canada,London
10599,Germany,Berlin
10600,Australia,London
10601,France,Toronto
10602,UK,Berlin
10603,Australia,Berlin
10604,UK,Toronto
10605,Germany,Sydney
10606,Australia,Paris
10607,USA,London
10608,Germany,Sydney
10609,Canada,Berlin
10610,USA,Sydney
10611,France,Berlin
10612,Australia,New York
10613,Canada,New York
10614,USA,Sydney
10615,Australia,Toronto
10616,Canada,London
10617,France,New York
10618,Australia,New York
10619,Australia,Paris
10620,Germany,Toronto
10621,UK,Berlin
10622,USA,New York
10623,France,Berlin
10624,USA,Sydney
10625,Germany,Sydney
10626,Australia,Sydney
10627,Canada,Paris
10628,Germany,Paris
10629,Australia,Paris
10630,USA,London
10631,UK,Berlin
10632,France,Berlin
10633,USA,Toronto
10634,Australia,Toronto
10635,UK,Sydney
10636,Germany,New York
10637,Germany,New York
10638,UK,Berlin
10639,Canada,Toronto
10640,UK,New York
10641,Australia,Sydney
10642,UK,Toronto
10643,USA,New York
10644,Germany,New York
10645,UK,New York
10646,USA,London
10647,Canada,New York
10648,USA,Paris
10649,UK,Berlin
10650,Australia,Berlin
10651,Australia,Berlin
10652,Germany,Berlin
10653,France,Paris
10654,Germany,Berlin
10655,France,New York
10656,Germany,Berlin
10657,Canada,London
10658,UK,London
10659,France,London
10660,Canada,Toronto
10661,Canada,Toronto
10662,Canada,New York
10663,Australia,Toronto
10664,Australia,Toronto
10665,Germany,Sydney
10666,Australia,London
10667,Australia,London
10668,Canada,Toronto
10669,USA,London
10670,Canada,Toronto
10671,France,Sydney
10672,Germany,New York
10673,France,Toronto
10674,UK,Berlin
10675,Australia,Berlin
10676,UK,Toronto
10677,Germany,Sydney
10678,UK,Berlin
10679,USA,Paris
10680,Germany,New York
10681,UK,New York
10682,Germany,Berlin
10683,USA,London
10684,USA,Toronto
10685,France,Berlin
10686,Canada,Toronto
10687,Canada,Sydney
10688,France,Toronto
10689,USA,Paris
10690,UK,New York
10691,UK,Berlin
10692,Germany,New York
10693,Australia,Berlin
10694,USA,Berlin
10695,UK,Sydney
10696,USA,New York
10697,Germany,New York
10698,Australia,Berlin
10699,Canada,Toronto
10700,Australia,New York
10701,USA,Berlin
10702,Germany,New York
10703,Australia,New York
10704,USA,Sydney
10705,France,Toronto
10706,Canada,London
10707,UK,Berlin
10708,Canada,Toronto
10709,Germany,Paris
10710,Germany,Berlin
10711,Germany,Berlin
10712,USA,Sydney
10713,UK,London
10714,Canada,Sydney
10715,Canada,Paris
10716,USA,Paris
10717,Australia,New York
10718,France,Berlin
10719,UK,London
10720,Germany,Sydney
10721,Canada,Sydney
10722,USA,Paris
10723,Canada,London
10724,Australia,London
10725,USA,Sydney
10726,Canada,New York
10727,Canada,New York
10728,Canada,Toronto
10729,Canada,Paris
10730,Australia,New York
10731,France,London
10732,UK,Berlin
10733,USA,New York
10734,Australia,London
10735,Canada,Sydney
10736,USA,London
10737,France,Berlin
10738,Germany,Paris
10739,France,London
10740,UK,New York
10741,France,Paris
10742,Germany,New York
10743,Australia,Toronto
10744,Germany,Sydney
10745,France,Berlin
10746,Canada,Berlin
10747,Germany,Paris
10748,USA,Berlin
10749,USA,Sydney
10750,Germany,New York
10751,UK,Sydney
10752,France,London
10753,Australia,Paris
10754,Canada,Paris
10755,Australia,Toronto
10756,UK,New York
10757,Australia,Sydney
10758,USA,London
10759,Australia,Toronto
10760,Australia,Berlin
10761,France,Berlin
10762,Australia,New York
10763,USA,London
10764,Australia,Toronto
10765,France,Paris
10766,USA,New York
10767,Australia,Berlin
10768,Germany,Paris
10769,Australia,Paris
10770,UK,New York
10771,UK,Sydney
10772,USA,Toronto
10773,France,Sydney
10774,France,Toronto
10775,France,London
10776,USA,New York
10777,UK,Paris
10778,Canada,New York
10779,France,London
10780,Canada,New York
10781,Canada,Toronto
10782,UK,Berlin
10783,USA,London
10784,France,Paris
10785,Germany,Sydney
10786,Germany,New York
10787,UK,Sydney
10788,UK,Berlin
10789,Canada,London
10790,USA,New York
10791,Canada,Paris
10792,Germany,New York
10793,France,Toronto
10794,USA,New York
10795,France,Sydney
10796,Canada,Paris
10797,UK,Sydney
10798,UK,Toronto
10799,France,New York
10800,Australia,Berlin
10801,USA,Paris
10802,USA,Paris
10803,Germany,Sydney
10804,Germany,Sydney
10805,UK,Paris
10806,France,Sydney
10807,USA,Sydney
10808,Australia,Sydney
10809,UK,Berlin
10810,Canada,Toronto
10811,Canada,Paris
10812,USA,Sydney
10813,Germany,New York
10814,Germany,Sydney
10815,France,New York
10816,Canada,Sydney
10817,Germany,Paris
10818,UK,Berlin
10819,Germany,Berlin
10820,Australia,Toronto
10821,UK,Sydney
10822,Australia,Berlin
10823,USA,Sydney
10824,Canada,Sydney
10825,Canada,London
10826,UK,Paris
10827,UK,Sydney
10828,France,Berlin
10829,Germany,New York
10830,Germany,Berlin
10831,Germany,Sydney
10832,Australia,New York
10833,Germany,London
10834,UK,Sydney
10835,USA,London
10836,USA,London
10837,USA,Paris
10838,USA,Toronto
10839,Australia,Berlin
10840,USA,Paris
10841,USA,London
10842,USA,London
10843,Germany,Paris
10844,France,Berlin
10845,Canada,Paris
10846,UK,New York
10847,France,Sydney
10848,Australia,Toronto
10849,Germany,Sydney
10850,France,Berlin
10851,France,New York
10852,Australia,Paris
10853,USA,London
10854,UK,Paris
10855,France,Sydney
10856,Australia,Toronto
10857,Canada,London
10858,USA,Paris
10859,France,London
10860,France,Toronto
10861,USA,Berlin
10862,Germany,Toronto
10863,UK,Paris
10864,Australia,Toronto
10865,Germany,New York
10866,Canada,Paris
10867,Australia,London
10868,Australia,Berlin
10869,Canada,London
10870,Germany,New York
10871,Australia,Berlin
10872,Australia,Paris
10873,Canada,Paris
10874,Canada,Toronto
10875,Canada,London
10876,France,New York
10877,Germany,London
10878,Australia,New York
10879,France,Paris
10880,USA,Toronto
10881,UK,Toronto
10882,France,New York
10883,Australia,New York
10884,France,Toronto
10885,France,London
10886,France,New York
10887,USA,Sydney
10888,Canada,Toronto
10889,Germany,Toronto
10890,Australia,London
10891,Canada,London
10892,France,Paris
10893,USA,Sydney
10894,Germany,London
10895,France,London
10896,Germany,Paris
10897,Germany,Berlin
10898,USA,New York
10899,Australia,London
10900,France,Toronto
10901,Germany,Berlin
10902,UK,Toronto
10903,Germany,New York
10904,USA,Berlin
10905,France,New York
10906,Australia,Berlin
10907,UK,New York
10908,France,Toronto
10909,Canada,London
10910,Australia,Paris
10911,USA,London
10912,UK,Toronto
10913,USA,Paris
10914,Canada,Berlin
10915,Germany,Toronto
10916,Canada,Toronto
10917,Canada,Berlin
10918,Germany,New York
10919,UK,Paris
10920,Australia,Paris
10921,Canada,Toronto
10922,Australia,New York
10923,USA,Sydney
10924,UK,Paris
10925,France,Sydney
10926,UK,Sydney
10927,Germany,Paris
10928,Germany,London
10929,Germany,Toronto
10930,Canada,New York
10931,Canada,London
10932,Canada,Berlin
10933,France,New York
10934,Germany,Paris
10935,Canada,Toronto
10936,USA,New York
10937,Canada,Paris
10938,UK,Toronto
10939,UK,Paris
10940,UK,New York
10941,UK,Berlin
10942,Germany,Sydney
10943,Canada,New York
10944,France,London
10945,Australia,Sydney
10946,UK,Berlin
10947,UK,Sydney
10948,France,London
10949,UK,London
10950,UK,London
10951,France,New York
10952,Germany,New York
10953,Germany,Sydney
10954,UK,Toronto
10955,Germany,Berlin
10956,UK,London
10957,USA,Paris
10958,Germany,Berlin
10959,UK,Sydney
10960,USA,Sydney
10961,France,London
10962,UK,New York
10963,France,London
10964,USA,Toronto
10965,Canada,Berlin
10966,UK,Berlin
10967,UK,Berlin
10968,USA,Toronto
10969,Australia,New York
10970,Canada,New York
10971,Australia,New York
10972,USA,Toronto
10973,USA,Berlin
10974,USA,Berlin
10975,Germany,Berlin
10976,USA,London
10977,UK,Sydney
10978,USA,Berlin
10979,France,Paris
10980,UK,London
10981,USA,Toronto
10982,Australia,New York
10983,France,Berlin
10984,USA,Berlin
10985,UK,Sydney
10986,Canada,New York
10987,Australia,Sydney
10988,Canada,Toronto
10989,Canada,Berlin
10990,Canada,Sydney
10991,Australia,Paris
10992,USA,Berlin
10993,USA,New York
10994,France,New York
10995,Canada,Paris
10996,USA,London
10997,Canada,New York
10998,UK,New York
10999,Germany,Berlin
11000,Germany,Toronto
11001,France,London
11002,USA,London
11003,UK,London
11004,Germany,Berlin
11005,USA,Berlin
11006,USA,Toronto
11007,USA,London
11008,USA,Paris
11009,Germany,London
11010,USA,New York
11011,USA,London
11012,France,Toronto
11013,UK,Toronto
11014,Australia,Sydney
11015,Canada,Berlin
11016,Australia,London
11017,France,London
11018,Canada,Sydney
11019,France,New York
11020,Canada,London
11021,Canada,Toronto
11022,Australia,Berlin
11023,Canada,New York
11024,Australia,Sydney
11025,Canada,Berlin
11026,Canada,New York
11027,Germany,Paris
11028,USA,Berlin
11029,UK,Paris
11030,UK,New York
11031,France,Toronto
11032,Germany,Toronto
11033,Australia,London
11034,Canada,London
11035,France,Paris
11036,Canada,Berlin
11037,UK,Paris
11038,Australia,London
11039,Germany,Berlin
11040,USA,Toronto
11041,France,Paris
11042,UK,New York
11043,Canada,Toronto
11044,USA,Berlin
11045,USA,Berlin
11046,USA,Berlin
11047,UK,New York
11048,Germany,New York
11049,Canada,Toronto
11050,Australia,New York
11051,USA,Berlin
11052,USA,New York
11053,USA,London
11054,France,Paris
11055,Germany,London
11056,Australia,Sydney
11057,UK,New York
11058,Australia,Paris
11059,Australia,Toronto
11060,UK,New York
11061,Germany,Paris
11062,Germany,Sydney
11063,France,Toronto
11064,France,Toronto
11065,France,Sydney
11066,Canada,New York
11067,USA,London
11068,Australia,London
11069,France,Toronto
11070,Australia,Berlin
11071,USA,New York
11072,Australia,Berlin
11073,UK,Paris
11074,Australia,Sydney
11075,UK,New York
11076,Germany,Berlin
11077,Germany,London
11078,Canada,Toronto
11079,Canada,Toronto
11080,Canada,Sydney
11081,USA,Paris
11082,Australia,Sydney
11083,Canada,New York
11084,Germany,London
11085,Canada,Paris
11086,Canada,New York
11087,Australia,London
11088,Australia,Sydney
11089,UK,Sydney
11090,UK,Berlin
11091,USA,Toronto
11092,France,New York
11093,USA,London
11094,UK,Sydney
11095,USA,Toronto
11096,USA,London
11097,Canada,Toronto
11098,Canada,Berlin
11099,Germany,Berlin
11100,USA,London
11101,USA,Berlin
11102,Canada,Toronto
11103,Germany,New York
11104,UK,London
11105,Germany,Berlin
11106,Australia,Berlin
11107,Germany,London
11108,USA,Toronto
11109,USA,New York
11110,Germany,Toronto
11111,Germany,New York
11112,Canada,Toronto
11113,Germany,Paris
11114,Canada,Berlin
11115,UK,New York
11116,Germany,Sydney
11117,France,Sydney
11118,France,New York
11119,Germany,Paris
11120,Canada,Toronto
11121,Canada,New York
11122,Germany,Paris
11123,Australia,London
11124,Australia,London
11125,France,New York
11126,Germany,Toronto
11127,Canada,London
11128,UK,London
11129,USA,Sydney
11130,USA,Sydney
11131,Australia,London
11132,Canada,Paris
11133,Canada,New York
11134,Germany,Berlin
11135,Canada,Berlin
11136,Germany,Toronto
11137,Australia,Toronto
11138,USA,Paris
11139,France,Berlin
11140,USA,Sydney
11141,UK,New York
11142,France,Paris
11143,Australia,Toronto
11144,Germany,Berlin
11145,UK,Sydney
11146,USA,Sydney
11147,Germany,Sydney
11148,Germany,New York
11149,France,Sydney
11150,UK,Sydney
11151,Canada,New York
11152,Canada,Sydney
11153,France,London
11154,Germany,London
11155,Germany,New York
11156,UK,New York
11157,USA,Berlin
11158,UK,Toronto
11159,France,Paris
11160,Australia,Berlin
11161,Canada,New York
11162,Australia,New York
11163,USA,New York
11164,UK,London
11165,France,Paris
11166,France,Berlin
11167,France,Toronto
11168,Canada,Toronto
11169,France,New York
11170,Germany,Toronto
11171,Germany,Berlin
11172,France,New York
11173,France,Sydney
11174,Canada,New York
11175,Germany,Berlin
11176,Canada,Berlin
11177,Canada,London
11178,USA,Sydney
11179,Germany,London
11180,Canada,New York
11181,UK,Berlin
11182,Germany,Berlin
11183,France,New York
11184,Germany,Sydney
11185,Canada,Berlin
11186,UK,Toronto
11187,Germany,Toronto
11188,Canada,Toronto
11189,USA,New York
11190,USA,Paris
11191,France,Sydney
11192,Australia,Toronto
11193,Canada,Toronto
11194,Germany,London
11195,UK,Berlin
11196,Germany,Berlin
11197,Germany,Toronto
11198,Canada,Toronto
11199,Canada,Sydney
11200,USA,New York
11201,Canada,Toronto
11202,Canada,New York
11203,UK,Toronto
11204,UK,Toronto
11205,Canada,Berlin
11206,Canada,Berlin
11207,France,Paris
11208,Australia,London
11209,Canada,Toronto
11210,Australia,Sydney
11211,Canada,Toronto
11212,UK,New York
11213,France,Toronto
11214,Canada,Toronto
11215,Canada,New York
11216,Germany,New York
11217,USA,New York
11218,Australia,London
11219,USA,Toronto
11220,USA,Berlin
11221,USA,Sydney
11222,Australia,London
11223,Canada,Paris
11224,France,London
11225,Australia,Paris
11226,Australia,Berlin
11227,Australia,Toronto
11228,UK,Paris
11229,Germany,Paris
11230,UK,Berlin
11231,Canada,Toronto
11232,France,Sydney
11233,Germany,Sydney
11234,France,Sydney
11235,Canada,Toronto
11236,Canada,Sydney
11237,USA,Paris
11238,Australia,Paris
11239,France,New York
11240,Australia,Paris
11241,UK,Sydney
11242,France,Berlin
11243,USA,Toronto
11244,Australia,Toronto
11245,France,Paris
11246,USA,Berlin
11247,Canada,Berlin
11248,Australia,Berlin
11249,France,Toronto
11250,Australia,Berlin
11251,France,Sydney
11252,Germany,Paris
11253,UK,Paris
11254,Canada,Berlin
11255,Australia,London
11256,Australia,New York
11257,USA,London
11258,Australia,New York
11259,Germany,London
11260,USA,Berlin
11261,USA,Berlin
11262,Canada,Paris
11263,Australia,London
11264,Germany,New York
11265,France,London
11266,USA,Toronto
11267,Canada,Toronto
11268,Canada,Toronto
11269,USA,Berlin
11270,USA,Sydney
11271,Germany,Sydney
11272,Germany,London
11273,USA,Toronto
11274,UK,Toronto
11275,France,London
11276,USA,New York
11277,France,Berlin
11278,UK,Paris
11279,USA,Sydney
11280,UK,Sydney
11281,France,Paris
11282,Australia,Berlin
11283,France,London
11284,France,New York
11285,France,Berlin
11286,Australia,Berlin
11287,France,Paris
11288,Germany,New York
11289,USA,London
11290,Australia,Paris
11291,France,New York
11292,UK,Sydney
11293,Australia,New York
11294,Australia,New York
11295,Germany,Toronto
11296,UK,Berlin
11297,France,London
11298,Canada,London
11299,UK,Toronto
11300,France,Berlin
11301,Canada,Berlin
11302,Canada,Berlin
11303,UK,Berlin
11304,Canada,London
11305,France,Berlin
11306,UK,Sydney
11307,Germany,Sydney
11308,France,Toronto
11309,Canada,Toronto
11310,France,New York
11311,Canada,New York
11312,USA,Berlin
11313,USA,London
11314,Germany,Paris
11315,France,Paris
11316,Australia,New York
11317,UK,Paris
11318,Australia,Berlin
11319,France,Sydney
11320,France,London
11321,UK,Toronto
11322,UK,New York
11323,Canada,Toronto
11324,France,Paris
11325,UK,Toronto
11326,France,New York
11327,USA,Toronto
11328,Germany,Paris
11329,UK,Paris
11330,USA,New York
11331,Germany,New York
11332,France,New York
11333,France,London
11334,Australia,New York
11335,Canada,Berlin
11336,Canada,Paris
11337,Canada,Toronto
11338,UK,Berlin
11339,France,Toronto
11340,Germany,Toronto
11341,France,London
11342,France,Sydney
11343,UK,Berlin
11344,Australia,Sydney
11345,France,Berlin
11346,UK,Sydney
11347,USA,Paris
11348,Australia,New York
